dateid01,dateid,a072rc1q156sbea,b069rc1q027sbea,b703rc1q027sbea,cpiaucsl,dgs3,dpcerd3q086sbea,dpi,dpic96,dprime,fygfdpun,hnonwrq027s,hnotasq027s,hnotfaq027s,hnotolq027s,irltlt01usq156n,pcdg,pcec,pcecc96,pcesv,pincome,rpi,unrate,ussthpi,w211rc1q027sbea,w986rc1q027sbea
1945-01-01,1945-03-31 23:59:59.999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1945-04-01,1945-06-30 23:59:59.999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1945-07-01,1945-09-30 23:59:59.999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1945-10-01,1945-12-31 23:59:59.999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,767255.9,797839.9,608512.9,30584.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1946-01-01,1946-03-31 23:59:59.999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1946-04-01,1946-06-30 23:59:59.999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1946-07-01,1946-09-30 23:59:59.999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1946-10-01,1946-12-31 23:59:59.999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,843385.8,880826.8,660110.8,37441.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1947-01-01,1947-03-31 23:59:59.999,7.5,0.9,6.0,22.000,NA,13.030,171.0,1312.3,NA,NA,NA,NA,NA,NA,NA,20.7,156.3,1199.4,60.7,190.2,NA,NA,NA,0.9,12.9
1947-04-01,1947-06-30 23:59:59.999,5.0,0.9,6.3,22.080,NA,13.135,170.4,1297.4,NA,NA,NA,NA,NA,NA,NA,21.4,160.2,1219.3,61.9,189.9,NA,NA,NA,0.8,8.5
1947-07-01,1947-09-30 23:59:59.999,7.0,1.0,6.5,22.840,NA,13.380,178.0,1330.7,NA,NA,NA,NA,NA,NA,NA,21.8,163.7,1223.3,63.2,197.8,NA,NA,NA,0.9,12.5
1947-10-01,1947-12-31 23:59:59.999,5.7,1.0,6.4,23.410,NA,13.713,179.8,1311.5,NA,NA,940917.7,987385.7,706570.7,46468.0,NA,23.5,167.8,1223.6,64.3,200.6,NA,NA,NA,0.9,10.2
1948-01-01,1948-03-31 23:59:59.999,6.9,1.2,7.0,23.500,NA,13.865,185.4,1337.3,NA,NA,NA,NA,NA,NA,NA,23.5,170.5,1229.8,65.4,206.6,NA,4.0,NA,1.0,12.8
1948-04-01,1948-06-30 23:59:59.999,8.6,1.3,6.7,24.150,NA,14.008,193.2,1379.1,NA,NA,NA,NA,NA,NA,NA,24.0,174.3,1244.1,67.1,212.1,NA,3.6,NA,1.0,16.7
1948-07-01,1948-09-30 23:59:59.999,10.0,1.3,7.1,24.360,NA,14.223,199.4,1401.7,NA,NA,NA,NA,NA,NA,NA,25.3,177.2,1245.9,68.5,217.6,NA,3.8,NA,0.9,19.9
1948-10-01,1948-12-31 23:59:59.999,9.8,1.4,7.4,24.050,NA,14.179,199.9,1409.5,NA,NA,992509.4,1047618.4,733931.4,55109.0,NA,25.0,178.1,1255.8,69.4,218.3,NA,4.0,NA,0.9,19.5
1949-01-01,1949-03-31 23:59:59.999,7.8,1.4,7.2,23.910,NA,14.069,194.4,1381.8,NA,NA,NA,NA,NA,NA,NA,24.4,177.0,1257.9,69.8,212.2,NA,5.0,NA,0.9,15.2
1949-04-01,1949-06-30 23:59:59.999,6.8,1.5,7.2,23.920,NA,13.983,194.2,1388.6,NA,NA,NA,NA,NA,NA,NA,26.4,178.6,1277.1,70.3,211.2,NA,6.2,NA,0.8,13.2
1949-07-01,1949-09-30 23:59:59.999,7.2,1.6,7.1,23.750,NA,13.902,194.3,1397.5,NA,NA,NA,NA,NA,NA,NA,27.3,177.9,1280.0,70.4,210.6,NA,6.6,NA,0.8,13.9
1949-10-01,1949-12-31 23:59:59.999,6.3,1.7,7.4,23.610,NA,13.889,195.2,1405.4,NA,NA,1034131.3,1097540.3,757469.3,63409.0,NA,28.4,180.4,1298.8,71.1,211.0,NA,6.6,NA,0.8,12.3
1950-01-01,1950-03-31 23:59:59.999,11.5,1.8,8.3,23.640,NA,13.864,209.9,1513.7,NA,NA,NA,NA,NA,NA,NA,29.3,183.1,1320.4,72.3,226.5,NA,6.3,NA,0.8,24.2
1950-04-01,1950-06-30 23:59:59.999,9.8,2.0,8.4,23.880,NA,13.930,210.2,1509.2,NA,NA,NA,NA,NA,NA,NA,29.8,187.0,1342.1,74.4,227.8,NA,5.4,NA,0.8,20.6
1950-07-01,1950-09-30 23:59:59.999,6.3,2.1,9.2,24.340,NA,14.221,217.3,1528.1,NA,NA,NA,NA,NA,NA,NA,37.4,200.7,1411.0,76.7,236.2,NA,4.4,NA,0.7,13.8
1950-10-01,1950-12-31 23:59:59.999,9.7,2.2,9.5,24.980,NA,14.476,222.6,1537.5,NA,NA,1127574.8,1204475.8,817177.8,76901.0,NA,33.3,198.1,1368.4,78.1,245.1,NA,4.3,NA,0.7,21.5
1951-01-01,1951-03-31 23:59:59.999,7.7,2.2,8.4,25.880,NA,14.938,229.9,1539.3,NA,NA,NA,NA,NA,NA,NA,35.6,209.4,1401.5,81.8,254.4,NA,3.4,NA,0.7,17.6
1951-04-01,1951-06-30 23:59:59.999,12.2,2.2,8.6,25.930,NA,15.059,237.0,1573.5,NA,NA,NA,NA,NA,NA,NA,30.7,205.1,1361.9,82.9,263.3,NA,3.2,NA,0.7,28.9
1951-07-01,1951-09-30 23:59:59.999,12.2,2.2,8.6,26.030,NA,15.080,240.0,1591.4,NA,NA,NA,NA,NA,NA,NA,30.2,207.8,1377.7,84.4,267.8,NA,3.3,NA,0.7,29.3
1951-10-01,1951-12-31 23:59:59.999,11.5,2.2,8.7,26.470,NA,15.279,242.7,1588.5,NA,NA,1238719.2,1324286.2,893350.2,85567.0,NA,30.4,211.7,1385.8,85.9,272.3,NA,3.1,NA,0.8,28.0
1952-01-01,1952-03-31 23:59:59.999,11.3,2.3,8.2,26.390,NA,15.343,243.6,1587.7,NA,NA,1257225.4,1343532.4,906413.4,86307.0,NA,30.8,213.1,1388.9,87.6,274.5,NA,2.9,NA,0.7,27.4
1952-04-01,1952-06-30 23:59:59.999,10.6,2.5,8.7,26.530,NA,15.340,246.6,1607.8,NA,NA,1279908.6,1370401.6,921550.6,90493.0,NA,31.0,217.2,1416.1,89.6,278.4,NA,3.0,NA,0.7,26.2
1952-07-01,1952-09-30 23:59:59.999,11.9,2.6,8.6,26.630,NA,15.440,253.2,1640.2,NA,NA,1293580.7,1387102.7,933610.7,93522.0,NA,29.5,219.7,1423.0,91.8,285.5,NA,3.1,NA,0.8,30.1
1952-10-01,1952-12-31 23:59:59.999,10.7,2.8,8.8,26.710,NA,15.466,259.1,1675.4,NA,NA,1297882.8,1395842.8,931841.8,97960.0,NA,33.7,227.9,1473.3,93.8,292.2,NA,2.7,NA,0.8,27.6
1953-01-01,1953-03-31 23:59:59.999,10.6,3.0,8.4,26.630,NA,15.526,263.3,1695.8,NA,NA,1308322.0,1408596.0,935643.0,100274.0,NA,35.2,231.5,1490.8,95.8,296.7,NA,2.6,NA,0.9,28.0
1953-04-01,1953-06-30 23:59:59.999,11.2,3.2,9.2,26.770,NA,15.550,267.1,1717.9,NA,NA,1309644.0,1414411.0,932434.0,104767.0,NA,35.0,233.2,1499.8,97.6,300.6,NA,2.5,NA,0.9,29.9
1953-07-01,1953-09-30 23:59:59.999,10.9,3.3,9.0,26.890,NA,15.635,267.3,1709.7,NA,NA,1324169.6,1431465.6,938427.6,107296.0,NA,34.6,233.9,1496.3,99.5,300.5,NA,2.9,NA,0.9,29.2
1953-10-01,1953-12-31 23:59:59.999,11.2,3.4,8.9,26.870,NA,15.703,267.6,1704.0,NA,NA,1343445.9,1454134.9,960716.9,110689.0,NA,33.7,233.4,1486.4,99.8,300.5,NA,4.5,NA,0.9,29.9
1954-01-01,1954-03-31 23:59:59.999,11.3,3.4,9.4,26.930,NA,15.782,270.3,1712.7,NA,NA,1367158.9,1477719.9,979416.9,110561.0,NA,32.9,235.4,1491.8,101.3,300.5,NA,5.7,NA,0.8,30.6
1954-04-01,1954-06-30 23:59:59.999,10.3,3.4,8.9,26.940,NA,15.761,270.2,1714.3,NA,NA,1389479.6,1504411.6,1003014.6,114932.0,NA,33.6,238.2,1511.3,103.2,300.2,NA,5.6,NA,0.8,27.8
1954-07-01,1954-09-30 23:59:59.999,9.9,3.4,9.3,26.810,NA,15.709,272.2,1732.5,NA,NA,1427958.1,1545721.1,1034860.1,117763.0,NA,33.2,240.6,1531.8,105.2,302.2,NA,6.1,NA,1.1,27.0
1954-10-01,1954-12-31 23:59:59.999,9.9,3.5,9.5,26.770,NA,15.693,277.1,1765.7,NA,NA,1447844.5,1570936.5,1050039.5,123092.0,NA,35.1,245.4,1564.0,106.9,307.6,NA,5.0,NA,0.9,27.3
1955-01-01,1955-03-31 23:59:59.999,9.3,3.6,10.0,26.790,NA,15.744,282.5,1794.5,NA,NA,1470479.5,1596794.5,1068961.5,126315.0,2.64666666666667,38.4,251.8,1599.1,108.8,313.9,NA,4.6,NA,0.9,26.3
1955-04-01,1955-06-30 23:59:59.999,9.5,3.9,10.2,26.710,NA,15.761,289.1,1834.0,NA,NA,1507849.5,1641275.5,1100654.5,133426.0,2.76333333333333,40.7,256.8,1629.7,110.0,321.5,NA,4.2,NA,0.8,27.5
1955-07-01,1955-09-30 23:59:59.999,10.0,4.1,10.8,26.850,NA,15.823,295.5,1867.7,3.25,NA,1548439.5,1687226.5,1132022.5,138787.0,2.94666666666667,42.4,261.0,1649.8,111.7,328.9,NA,4.1,NA,0.8,29.5
1955-10-01,1955-12-31 23:59:59.999,9.9,4.3,10.9,26.870,NA,15.867,299.8,1889.5,3.50,NA,1570508.5,1714934.5,1149477.5,144426.0,2.91,41.4,265.1,1670.5,114.6,334.0,NA,4.2,NA,0.9,29.6
1956-01-01,1956-03-31 23:59:59.999,10.6,4.5,11.2,26.890,NA,15.932,304.1,1909.0,3.50,NA,1615698.0,1761883.0,1184551.0,146185.0,2.9,39.7,266.6,1673.2,116.4,339.5,NA,4.2,NA,1.0,32.1
1956-04-01,1956-06-30 23:59:59.999,11.1,4.6,11.2,27.150,NA,16.040,309.1,1927.1,3.75,NA,1624908.0,1776354.0,1188191.0,151446.0,3.08333333333333,39.8,269.3,1678.8,118.2,345.3,NA,4.3,NA,1.0,34.3
1956-07-01,1956-09-30 23:59:59.999,11.3,4.6,11.2,27.350,NA,16.196,313.7,1936.9,4.00,NA,1642952.3,1797785.3,1198215.3,154833.0,3.27333333333333,39.7,272.5,1682.6,120.4,350.6,NA,3.9,NA,1.0,35.6
1956-10-01,1956-12-31 23:59:59.999,11.5,4.7,11.6,27.630,NA,16.292,320.3,1966.3,4.00,NA,1679523.8,1839123.8,1231049.8,159600.0,3.47333333333333,41.5,277.9,1705.8,122.7,358.2,NA,4.2,NA,1.0,36.8
1957-01-01,1957-03-31 23:59:59.999,11.1,4.7,11.6,27.860,NA,16.438,324.2,1972.1,4.00,NA,1691844.7,1852605.7,1233551.7,160761.0,3.4033333333333304,42.6,282.3,1717.5,124.3,362.8,NA,3.7,NA,1.1,36.0
1957-04-01,1957-06-30 23:59:59.999,11.6,4.8,11.8,28.110,NA,16.543,328.5,1986.0,4.00,NA,1730515.7,1896343.7,1265720.7,165828.0,3.6266666666666704,42.2,284.6,1720.5,126.0,367.5,NA,4.3,NA,1.1,38.0
1957-07-01,1957-09-30 23:59:59.999,11.4,4.9,11.9,28.320,NA,16.676,333.0,1996.8,4.50,NA,1727139.0,1896110.0,1256733.0,168971.0,3.9266666666666696,41.9,289.2,1734.1,128.0,372.2,NA,4.4,NA,1.1,37.8
1957-10-01,1957-12-31 23:59:59.999,10.8,5.0,11.7,28.470,NA,16.762,332.7,1984.9,4.50,NA,1738875.1,1910951.1,1267175.1,172076.0,3.6333333333333304,41.5,290.8,1734.9,130.3,371.5,NA,5.2,NA,1.1,35.9
1958-01-01,1958-03-31 23:59:59.999,11.3,5.0,11.6,28.870,NA,16.968,334.2,1969.8,4.00,NA,1773953.4,1945165.4,1300822.4,171212.0,3.04,39.4,290.3,1711.1,131.1,372.4,NA,6.7,NA,1.0,37.8
1958-04-01,1958-06-30 23:59:59.999,11.2,5.0,11.7,28.910,NA,16.999,337.1,1983.0,3.50,NA,1802277.6,1977060.6,1327018.6,174783.0,2.9233333333333296,38.6,293.2,1725.1,133.4,374.8,NA,7.3,NA,1.0,37.8
1958-07-01,1958-09-30 23:59:59.999,11.6,5.0,11.7,28.910,NA,17.012,344.1,2022.9,4.00,NA,1859021.7,2037380.7,1376948.7,178359.0,3.5,39.4,298.3,1753.5,135.9,383.1,NA,7.1,NA,1.0,39.9
1958-10-01,1958-12-31 23:59:59.999,11.5,5.0,11.4,28.970,NA,17.007,348.2,2047.6,4.00,NA,1892955.7,2077104.7,1406791.7,184149.0,3.8,40.7,302.2,1777.1,137.5,387.6,NA,6.2,NA,1.0,40.0
1959-01-01,1959-03-31 23:59:59.999,10.7,5.1,12.1,28.970,NA,17.125,353.6,2065.0,4.00,NA,1914499.4,2101143.4,1426920.4,186644.0,3.99,43.6,309.9,1809.4,140.1,394.4,2314.4,5.6,NA,0.8,37.8
1959-04-01,1959-06-30 23:59:59.999,10.7,5.3,12.5,29.110,NA,17.193,360.7,2098.0,4.50,NA,1943204.0,2136883.0,1450284.0,193679.0,4.2566666666666704,45.5,315.9,1837.3,143.3,402.7,2350.3,5.0,NA,0.8,38.7
1959-07-01,1959-09-30 23:59:59.999,9.6,5.6,12.8,29.250,NA,17.295,362.4,2095.1,5.00,NA,1956074.2,2155968.2,1458572.2,199894.0,4.5033333333333304,46.3,321.1,1856.5,146.6,405.0,2336.7,5.5,NA,0.8,34.9
1959-10-01,1959-12-31 23:59:59.999,10.1,5.8,13.0,29.410,NA,17.389,366.9,2110.1,5.00,NA,1989553.3,2196255.3,1490235.3,206702.0,4.5833333333333304,44.1,323.2,1858.6,149.6,410.7,2380.9,5.3,NA,0.8,37.1
1960-01-01,1960-03-31 23:59:59.999,10.3,6.0,13.2,29.410,NA,17.413,371.8,2135.2,5.00,NA,1996761.7,2204387.7,1483857.7,207626.0,4.4866666666666696,45.5,326.7,1876.3,151.7,417.1,2397.2,5.4,NA,0.8,38.3
1960-04-01,1960-06-30 23:59:59.999,9.7,6.2,13.2,29.610,NA,17.504,376.1,2148.6,5.00,NA,2015608.3,2230093.3,1503158.3,214485.0,4.26,46.4,332.6,1900.1,154.2,422.1,2412.8,5.4,NA,0.8,36.5
1960-07-01,1960-09-30 23:59:59.999,10.2,6.3,13.5,29.610,NA,17.572,378.2,2152.4,4.50,NA,2008338.0,2227405.0,1492664.0,219067.0,3.8333333333333296,45.9,332.5,1892.5,155.0,424.7,2417.6,5.5,NA,0.8,38.5
1960-10-01,1960-12-31 23:59:59.999,10.0,6.4,13.5,29.810,NA,17.650,379.7,2151.5,4.50,NA,2065478.4,2290028.4,1552476.4,224550.0,3.8866666666666696,44.7,334.5,1894.9,157.4,426.2,2401.0,6.6,NA,0.9,38.0
1961-01-01,1961-03-31 23:59:59.999,10.9,6.5,13.6,29.840,NA,17.683,384.1,2172.4,4.50,NA,2120518.5,2345829.5,1609820.5,225311.0,3.7866666666666704,42.2,335.0,1894.4,159.3,430.7,2443.3,6.9,NA,0.9,41.7
1961-04-01,1961-06-30 23:59:59.999,10.9,6.5,13.6,29.840,NA,17.681,390.0,2205.5,4.50,NA,2141908.9,2373420.9,1625285.9,231512.0,3.79,43.3,339.9,1922.6,162.4,436.9,2491.2,6.9,NA,0.9,42.6
1961-07-01,1961-09-30 23:59:59.999,11.7,6.5,13.9,29.980,NA,17.745,396.6,2234.8,4.50,NA,2178582.6,2414369.6,1654816.6,235787.0,3.98,44.6,342.8,1932.0,163.7,444.0,2502.8,6.7,NA,1.0,46.2
1961-10-01,1961-12-31 23:59:59.999,11.6,6.6,14.5,30.010,NA,17.765,404.7,2277.9,4.50,NA,2232908.0,2475821.0,1706206.0,242913.0,3.9733333333333304,46.7,350.1,1970.7,167.3,452.8,2564.5,6.0,NA,1.0,46.9
1962-01-01,1962-03-31 23:59:59.999,11.5,6.6,14.6,30.170,3.39,17.843,410.3,2299.7,4.50,NA,2245979.0,2490219.0,1710811.0,244240.0,4.0166666666666704,47.7,355.4,1991.7,169.8,459.7,2590.1,5.6,NA,1.1,47.2
1962-04-01,1962-06-30 23:59:59.999,11.3,6.8,15.0,30.210,3.56,17.906,416.1,2323.9,4.50,NA,2149777.2,2401116.2,1614596.2,251339.0,3.8733333333333296,49.0,361.0,2016.1,173.2,467.0,2611.4,5.5,NA,1.1,47.2
1962-07-01,1962-09-30 23:59:59.999,11.0,7.1,15.2,30.420,3.35,17.952,419.4,2336.0,4.50,NA,2188541.8,2446095.8,1652403.8,257554.0,3.99,49.6,364.9,2032.5,175.4,471.7,2627.7,5.6,NA,1.1,46.3
1962-10-01,1962-12-31 23:59:59.999,10.6,7.3,15.4,30.380,3.40,18.006,424.3,2356.6,4.50,NA,2292245.1,2557294.1,1753725.1,265049.0,3.9033333333333304,51.5,371.1,2061.3,178.1,477.9,2664.6,5.5,NA,1.1,44.8
1963-01-01,1963-03-31 23:59:59.999,10.7,7.5,15.8,30.510,3.44,18.057,429.2,2376.8,4.50,NA,2339004.0,2606963.0,1793526.0,267959.0,3.8933333333333296,52.6,374.7,2075.2,179.7,483.3,2677.6,5.7,NA,1.2,45.8
1963-04-01,1963-06-30 23:59:59.999,10.6,7.8,16.1,30.610,3.61,18.083,433.8,2398.9,4.50,NA,2371254.6,2648730.6,1831090.6,277476.0,3.9633333333333296,53.9,378.9,2095.1,182.2,488.1,2710.3,5.6,NA,1.1,46.0
1963-07-01,1963-09-30 23:59:59.999,10.3,8.1,16.3,30.720,3.82,18.169,440.7,2425.4,4.50,NA,2413222.3,2698215.3,1867332.3,284993.0,4.0333333333333296,54.7,385.8,2123.7,186.0,495.3,2739.3,5.5,NA,1.2,45.5
1963-10-01,1963-12-31 23:59:59.999,11.0,8.4,16.8,30.880,4.05,18.236,449.5,2465.0,4.50,NA,2407145.3,2701149.3,1861986.3,294004.0,4.12,55.7,390.5,2141.4,189.5,504.7,2781.8,5.5,NA,1.2,49.4
1964-01-01,1964-03-31 23:59:59.999,11.0,8.5,17.5,30.940,4.16,18.324,460.6,2513.4,4.50,NA,2454360.8,2752329.8,1908453.8,297969.0,4.18,58.0,400.1,2183.6,193.5,514.3,2817.0,5.4,NA,1.3,50.7
1964-04-01,1964-06-30 23:59:59.999,11.8,8.8,18.0,31.010,3.95,18.366,474.0,2580.9,4.50,NA,2498775.3,2806341.3,1946166.3,307566.0,4.2,59.5,408.1,2222.0,197.2,523.7,2862.4,5.2,NA,1.3,55.8
1964-07-01,1964-09-30 23:59:59.999,11.3,9.1,18.4,31.080,4.01,18.428,481.7,2614.2,4.50,NA,2544503.4,2858881.4,1989638.4,314378.0,4.1933333333333296,61.4,417.0,2262.8,200.7,533.3,2906.7,5.1,NA,1.3,54.3
1964-10-01,1964-12-31 23:59:59.999,12.0,9.3,18.9,31.250,4.06,18.490,488.8,2643.9,4.50,NA,2588047.4,2911416.4,2027310.4,323369.0,4.1733333333333304,59.4,419.6,2269.2,204.4,542.1,2954.8,5.0,NA,1.4,58.6
1965-01-01,1965-03-31 23:59:59.999,11.1,9.5,19.2,31.310,4.11,18.549,496.2,2675.0,4.50,NA,2632761.0,2959625.0,2064420.0,326864.0,4.2033333333333296,64.9,430.3,2319.8,207.6,553.1,2989.2,4.7,NA,1.3,55.1
1965-04-01,1965-06-30 23:59:59.999,11.1,9.9,19.9,31.610,4.06,18.642,504.3,2705.3,4.50,NA,2628896.9,2965365.9,2061665.9,336469.0,4.2066666666666696,64.8,437.2,2345.5,211.7,562.7,3027.0,4.6,NA,1.4,55.8
1965-07-01,1965-09-30 23:59:59.999,11.9,10.1,20.5,31.620,4.33,18.711,520.1,2779.5,4.50,NA,2706534.9,3049919.9,2137380.9,343385.0,4.2466666666666696,66.7,446.4,2385.9,215.7,577.1,3138.6,4.3,NA,1.4,62.1
1965-10-01,1965-12-31 23:59:59.999,11.3,10.2,21.2,31.850,5.00,18.768,532.2,2835.4,5.00,NA,2785845.3,3138631.3,2207696.3,352786.0,4.4733333333333304,69.1,460.4,2452.9,220.7,590.4,3162.8,4.0,NA,1.4,60.1
1966-01-01,1966-03-31 23:59:59.999,10.9,10.4,21.3,32.180,4.89,18.914,541.6,2863.5,5.50,NA,2792926.6,3148890.6,2213075.6,355964.0,4.7699999999999992,72.3,470.8,2489.1,224.4,603.1,3200.9,3.8,NA,1.4,59.0
1966-04-01,1966-06-30 23:59:59.999,10.9,10.6,20.9,32.380,5.22,19.070,547.5,2870.9,5.75,NA,2823693.8,3189353.8,2218037.8,365660.0,4.78,69.7,475.9,2495.4,228.9,613.0,3226.5,3.8,NA,1.5,59.5
1966-07-01,1966-09-30 23:59:59.999,10.9,10.7,20.5,32.750,5.54,19.216,558.4,2905.9,6.00,NA,2794622.6,3164173.6,2184361.6,369551.0,5.14,72.3,485.0,2523.8,232.9,626.3,3273.9,3.7,NA,1.6,61.1
1966-10-01,1966-12-31 23:59:59.999,11.6,10.9,20.0,32.920,4.94,19.366,569.3,2939.6,6.00,NA,2885317.7,3261339.7,2255355.7,376022.0,5.0033333333333304,72.6,490.8,2534.2,237.7,639.8,3307.2,3.8,NA,1.6,65.9
1967-01-01,1967-03-31 23:59:59.999,12.3,11.1,21.1,33.000,4.30,19.423,579.5,2983.4,5.50,NA,2993234.7,3369046.7,2355252.7,375812.0,4.5833333333333304,71.1,495.1,2548.9,241.6,650.6,3362.5,3.8,NA,1.8,71.6
1967-04-01,1967-06-30 23:59:59.999,11.8,11.1,21.7,33.300,5.10,19.514,586.7,3006.8,5.50,NA,3031834.5,3414981.5,2386068.5,383147.0,4.82,74.5,504.2,2583.7,245.7,657.7,3378.6,3.9,NA,2.3,69.1
1967-07-01,1967-09-30 23:59:59.999,12.2,11.2,22.1,33.600,5.39,19.694,597.7,3035.1,5.50,NA,3117456.1,3506665.1,2458851.1,389209.0,5.2466666666666696,74.7,511.4,2596.9,251.0,671.6,3413.6,3.8,NA,2.0,73.2
1967-10-01,1967-12-31 23:59:59.999,12.4,11.3,21.2,34.000,5.80,19.862,607.2,3057.1,6.00,NA,3184393.6,3595262.6,2520819.6,410869.0,5.6433333333333296,75.6,518.9,2612.7,255.4,683.1,3463.5,3.8,NA,1.9,75.0
1968-01-01,1968-03-31 23:59:59.999,11.8,11.6,22.6,34.300,5.79,20.071,624.1,3109.3,6.00,NA,3204792.7,3607260.7,2502322.7,402468.0,5.61,80.9,536.9,2674.8,262.5,702.6,3526.3,3.7,NA,2.0,73.7
1968-04-01,1968-06-30 23:59:59.999,11.9,12.0,23.4,34.700,5.78,20.275,640.9,3161.2,6.50,NA,3343527.3,3758709.3,2628303.3,415182.0,5.7433333333333296,83.1,550.6,2715.6,269.7,722.6,3577.3,3.7,NA,2.0,76.4
1968-07-01,1968-09-30 23:59:59.999,10.5,12.4,24.0,35.100,5.43,20.485,649.1,3168.9,6.25,NA,3405937.2,3828718.2,2676476.2,422781.0,5.46,87.5,566.7,2766.6,276.3,741.0,3629.3,3.4,NA,2.1,67.9
1968-10-01,1968-12-31 23:59:59.999,10.6,12.8,24.2,35.600,6.37,20.713,660.8,3190.5,6.75,NA,3575542.1,4011686.1,2810873.1,436144.0,5.7699999999999992,87.8,575.6,2779.1,282.8,756.7,3664.7,3.4,NA,2.1,70.3
1969-01-01,1969-03-31 23:59:59.999,9.8,13.3,24.0,36.100,6.28,20.917,668.7,3197.0,7.50,NA,3592820.7,4027740.7,2794498.7,434920.0,6.1766666666666704,90.0,587.8,2810.2,289.0,771.3,3700.8,3.4,NA,2.1,65.5
1969-04-01,1969-06-30 23:59:59.999,10.1,13.8,24.1,36.600,7.21,21.186,684.8,3232.2,8.50,NA,3599734.4,4046066.4,2786772.4,446332.0,6.35333333333334,90.4,599.2,2828.2,296.5,790.4,3741.2,3.5,NA,2.3,69.5
1969-07-01,1969-09-30 23:59:59.999,11.6,14.2,24.3,37.100,8.13,21.446,707.9,3300.6,8.50,NA,3622373.9,4074554.9,2796489.9,452181.0,6.8566666666666704,90.6,609.5,2841.9,302.9,812.0,3797.4,3.7,NA,2.3,81.9
1969-10-01,1969-12-31 23:59:59.999,11.5,14.6,24.6,37.700,8.41,21.695,721.7,3326.5,8.50,NA,3641971.2,4105751.2,2797191.2,463780.0,7.2966666666666704,90.8,621.5,2864.6,310.9,827.3,3815.6,3.5,NA,2.4,83.2
1970-01-01,1970-03-31 23:59:59.999,11.8,14.9,24.5,38.300,7.13,21.947,737.2,3359.0,8.00,280814,3670736.3,4126977.3,2808790.3,456241.0,7.3666666666666704,89.6,632.6,2882.3,318.5,841.8,3843.9,4.4,NA,2.5,87.3
1970-04-01,1970-06-30 23:59:59.999,12.5,15.1,24.3,38.800,7.77,22.190,754.1,3398.5,8.00,274924,3601375.4,4064175.4,2707503.4,462800.0,7.7133333333333296,91.0,642.5,2895.6,325.0,859.6,3858.6,4.9,NA,2.6,93.9
1970-07-01,1970-09-30 23:59:59.999,13.1,15.3,24.2,39.200,6.97,22.406,773.4,3451.7,7.50,282367,3723681.4,4193420.4,2830690.4,469739.0,7.46,92.0,654.5,2921.1,332.8,874.0,3906.2,5.4,NA,2.6,101.0
1970-10-01,1970-12-31 23:59:59.999,13.1,15.6,24.2,39.800,5.84,22.696,781.4,3442.9,6.75,291242,3848133.7,4326874.7,2936179.7,478741.0,6.8533333333333296,87.3,661.2,2913.1,339.4,882.9,3893.2,6.1,NA,2.6,102.0
1971-01-01,1971-03-31 23:59:59.999,13.2,15.9,25.0,40.000,4.56,22.911,804.6,3512.0,5.25,292043,4009087.0,4490581.0,3063565.0,481494.0,6.0166666666666704,98.1,680.2,2968.9,346.3,903.0,3948.5,6.0,NA,2.6,105.8
1971-04-01,1971-06-30 23:59:59.999,13.6,16.3,25.0,40.500,6.77,23.172,825.7,3563.2,5.50,294417,4077803.5,4572949.5,3112042.5,495146.0,6.2466666666666696,101.0,694.3,2996.1,354.4,926.4,4047.8,5.9,NA,2.7,112.4
1971-07-01,1971-09-30 23:59:59.999,13.4,16.7,25.2,40.800,5.77,23.399,838.2,3582.2,6.00,304952,4134653.7,4642543.7,3151830.7,507890.0,6.4833333333333296,103.4,706.7,3020.0,362.8,940.5,4031.0,6.0,NA,2.9,111.9
1971-10-01,1971-12-31 23:59:59.999,12.9,17.2,24.9,41.100,5.15,23.544,853.2,3624.0,5.25,317118,4254073.7,4778159.7,3260303.7,524086.0,5.89,107.3,722.9,3070.2,372.0,958.7,4095.0,6.0,NA,3.0,110.2
1972-01-01,1972-03-31 23:59:59.999,12.2,17.6,26.1,41.400,5.86,23.792,866.2,3640.6,4.75,320987,4409830.6,4941163.6,3370301.6,531333.0,6.0333333333333296,110.7,740.1,3110.8,382.4,986.0,4164.9,5.8,NA,3.0,105.5
