dateid01,dateid,assets,assets_fin,assets_nonfinancial,c_deflator,consumer_sentiment,cpi,gov_debt,gov_transfers,house_prices,interest_payments,liabilities,mortgage_30y,n_piy,nc,ndc,ndy,net_worth,nly,nsc,ny,prime_rate,r_piy,rc,rdy,rly,ry,saving,saving_rate,unemp,y_deflator,yield_10y,yield_3m
1990-01-01,1990-03-31 23:59:59.999,25018344.0,15419475.0,9598869,0.66349,NA,128.600,2329264,29.3,164.08,118.8,3480468.8,NA,170.0,3754.5,515.4,4230.7,21537875.2,4060.7,2264.9,4811.3,10.00,256.22355638546812,5658.7,6376.5,6120.276443614532,7261.4,328.1,7.8,5.2,0.66348310201521208,8.4233333333333392,8.69
1990-04-01,1990-06-30 23:59:59.999,25316982.5,15658848.5,9658134,0.66946,NA,129.900,2368772,29.7,164.75,119.2,3554508.5,NA,169.7,3800.2,498.4,4294.4,21762473.9,4124.7,2320.9,4887.0,10.00,253.48700400521612,5676.4,6414.7,6161.212995994784,7305.9,345.3,8.0,5.2,0.6694623287137356,8.6766666666666608,8.32
1990-07-01,1990-09-30 23:59:59.999,25156779.0,15430056.0,9726723,0.67787,NA,132.500,2437551,31.2,165.75,120.9,3627230.9,NA,169.7,3863.4,493.6,4349.9,21529548.0,4180.2,2366.7,4948.7,10.00,250.3425136210028,5699.3,6417.0,6166.6574863789976,7284.8,334.5,7.7,5.9,0.67787127941405632,8.7033333333333296,8.19
1990-10-01,1990-12-31 23:59:59.999,25684834.5,15951848.5,9732986,0.68676,NA,134.200,2536545,32.1,165.11,121.5,3689856.4,NA,165.9,3884.4,480.9,4372.0,21994978.1,4206.1,2384.7,4970.9,10.00,241.57195333943276,5656.2,6366.2,6124.628046660568,7262.3,333.9,7.6,6.3,0.68675190851685464,8.3966666666666704,7.40
1991-01-01,1991-03-31 23:59:59.999,26296995.3,16503335.3,9793660,0.69016,NA,134.800,2598351,34.7,166.49,121.8,3702033.2,NA,174.9,3890.2,471.7,4403.0,22594962.1,4228.1,2404.4,4981.5,9.00,253.4202884397002,5636.7,6379.7,6126.2797115603,7227.5,356.3,8.1,6.8,0.69015784441274672,8.0166666666666608,7.30
1991-04-01,1991-06-30 23:59:59.999,26371603.9,16522196.9,9849406.9999999984,0.69382,NA,136.000,2642863,35.9,167.61,122.2,3772883.8,NA,179.8,3943.7,475.2,4457.0,22598720.1,4277.2,2446.7,5040.7,8.50,259.14678483284724,5684.0,6423.9,6164.753215167152,7290.1,355.2,8.0,6.9,0.69381528355049112,8.13,7.33
1991-07-01,1991-09-30 23:59:59.999,26686441.4,16795987.4,9890454,0.69851,NA,137.000,2745729,37.2,167.89,121.9,3824137.9,NA,182.8,3989.6,484.3,4503.4,22862303.6,4320.6,2480.9,5091.4,8.00,261.7018608162722,5711.6,6447.2,6185.4981391837272,7307.9,354.7,7.9,6.9,0.69850477726765104,7.94,6.28
1991-10-01,1991-12-31 23:59:59.999,27322775.7,17376920.7,9945855,0.70351,NA,138.200,2833034,38.9,170.27,121.2,3902026.0,NA,183.2,4017.1,477.5,4574.5,23420749.7,4391.3,2518.9,5170.8,6.50,260.40471308339708,5710.1,6502.3,6241.8952869166032,7397.1,397.3,8.7,7.3,0.70352029281946384,7.3466666666666704,5.11
1992-01-01,1992-03-31 23:59:59.999,27391751.7,17345719.7,10046032,0.70783,NA,139.100,2917630,36.5,171.58,120.1,3916484.5,NA,184.8,4117.7,496.2,4701.4,23475267.2,4516.6,2583.8,5287.9,6.50,261.07608797379504,5817.3,6641.9,6380.823912026204,7492.7,427.1,9.1,7.4,0.70783962420391752,7.3033333333333296,6.17
1992-04-01,1992-06-30 23:59:59.999,27538742.2,17444490.2,10094252,0.71252,NA,140.100,2976774,38.4,171.55,119.1,3965581.2,NA,187.7,4173.4,501.0,4782.0,23573160.9,4594.3,2625.2,5386.8,6.50,263.43157256378084,5857.2,6711.4,6447.96842743622,7594.4,451.1,9.4,7.8,0.71251899752659656,7.3766666666666688,5.39
1992-07-01,1992-09-30 23:59:59.999,27879000.3,17690698.3,10188302,0.71706,NA,141.100,3048291,45.7,173.49,117.2,4030045.8,NA,190.5,4245.4,512.1,4833.5,23848954.5,4643.0,2672.3,5447.3,6.00,265.66739422778524,5920.6,6740.7,6475.0326057722152,7584.3,425.1,8.8,7.6,0.71706202619905944,6.6166666666666696,4.34
1992-10-01,1992-12-31 23:59:59.999,28565605.3,18291700.3,10273905,0.72211,NA,142.300,3129308,41.4,174.38,115.9,4110665.0,NA,193.2,4326.2,523.1,4884.2,24454940.2,4691.0,2728.3,5521.1,6.00,267.54968265017812,5991.1,6763.8,6496.2503173498224,7831.0,400.8,8.2,7.4,0.72210887371004464,6.7433333333333296,5.12
1993-01-01,1993-03-31 23:59:59.999,28927799.0,18631452.0,10296347,0.72641,NA,143.300,3187556,44.3,174.44,116.5,4118865.1,NA,196.0,4368.5,527.9,4940.8,24808933.9,4744.8,2761.5,5555.4,6.00,269.82132448186524,6013.8,6801.7,6531.8786755181344,7642.4,411.5,8.3,7.0,0.7264066336357088,6.28,4.42
1993-04-01,1993-06-30 23:59:59.999,29266121.9,18858396.9,10407725,0.73131,NA,144.300,3252285,45.0,176.10,116.4,4189265.4,NA,200.5,4437.5,547.8,4982.9,25076856.4,4782.4,2803.3,5624.3,6.00,274.16702121254688,6067.8,6813.7,6539.5329787874536,7681.5,384.0,7.7,7.0,0.73130604517369408,5.99,4.39
1993-07-01,1993-09-30 23:59:59.999,29711505.8,19189461.8,10522044,0.73451,NA,145.000,3294796,46.0,177.52,115.0,4283777.3,NA,207.0,4506.0,556.6,5007.7,25427728.4,4800.7,2856.9,5664.6,6.00,281.81877908021648,6134.8,6817.7,6535.8812209197832,7706.3,340.6,6.8,6.7,0.73451457236311376,5.6166666666666696,4.24
1993-10-01,1993-12-31 23:59:59.999,30263779.9,19617995.9,10645784,0.73872,NA,146.300,3382197,47.2,178.98,115.9,4381775.2,NA,215.4,4572.0,573.8,5069.5,25882004.7,4854.1,2893.0,5742.7,6.00,291.58348949600556,6189.1,6862.5,6570.9165105039944,7957.9,334.4,6.6,6.5,0.73872495446265936,5.6066666666666704,4.58
1994-01-01,1994-03-31 23:59:59.999,30436175.6,19692989.6,10743186,0.74134,NA,147.100,3434208,48.6,180.13,116.1,4413698.7,NA,224.9,4640.9,588.8,5123.1,26022476.9,4898.2,2935.2,5794.2,6.25,303.36982295875544,6260.1,6910.6,6607.2301770412448,7833.1,317.5,6.2,6.5,0.74133939165919024,6.0666666666666696,5.66
1994-04-01,1994-06-30 23:59:59.999,30688789.3,19813873.3,10874916,0.74547,NA,147.900,3442868,49.6,181.23,119.5,4497456.0,NA,233.0,4702.9,598.7,5206.2,26191333.4,4973.2,2976.1,5901.5,7.25,312.555299450655,6308.6,6983.8,6671.2447005493448,7913.2,334.3,6.4,6.1,0.74546808327844432,7.0833333333333304,6.52
1994-07-01,1994-09-30 23:59:59.999,31139332.0,20143306.0,10996026,0.75079,NA,149.300,3479652,50.3,181.98,124.8,4589029.5,NA,239.2,4773.1,609.3,5274.5,26550302.6,5035.3,3014.2,5967.3,7.75,318.59925300976396,6357.5,7025.3,6706.7007469902368,7974.2,326.3,6.2,5.9,0.7507864432835608,7.3333333333333296,6.92
1994-10-01,1994-12-31 23:59:59.999,31503245.8,20410869.8,11092376,0.75432,NA,150.100,3543118,50.9,181.82,127.4,4710114.0,NA,243.6,4847.2,631.8,5373.0,26793131.8,5129.4,3052.4,6075.9,8.50,322.93661641541036,6425.9,7122.9,6799.9633835845888,8078.5,347.5,6.5,5.5,0.75432759129006448,7.8366666666666688,7.80
1995-01-01,1995-03-31 23:59:59.999,32105372.5,20925004.5,11180368,0.75794,NA,151.200,3609459,50.8,182.79,131.5,4739998.7,NA,246.9,4883.3,621.3,5450.3,27365373.9,5203.4,3095.2,6170.3,9.00,325.74963029558008,6442.9,7190.9,6865.15036970442,8160.4,384.6,7.1,5.4,0.75794406819730496,7.4833333333333296,6.92
1995-04-01,1995-06-30 23:59:59.999,32736312.2,21459581.2,11276731,0.76222,NA,152.400,3634808,51.3,185.77,141.3,4833679.4,NA,252.4,4955.0,626.9,5493.5,27902632.8,5241.1,3151.1,6235.7,9.00,331.14089742422864,6500.7,7207.3,6876.159102575772,8202.4,345.9,6.3,5.6,0.7622133115036144,6.62,5.88
1995-07-01,1995-09-30 23:59:59.999,33511363.7,22121530.7,11389833,0.76528,NA,153.100,3653199,53.0,188.61,145.9,4946126.0,NA,260.7,5020.5,642.5,5564.8,28565237.7,5304.1,3194.2,6312.5,8.75,340.66024295572168,6560.3,7271.6,6930.9397570442792,8273.7,345.5,6.2,5.6,0.76527861818581872,6.3233333333333296,5.91
1995-10-01,1995-12-31 23:59:59.999,34276422.9,22778713.9,11497709,0.76864,NA,153.900,3684209,56.5,190.11,151.6,5041747.7,NA,271.9,5077.9,652.2,5621.6,29234675.2,5349.7,3234.0,6387.3,8.50,353.74665931407424,6606.4,7313.8,6960.0533406859264,8328.0,335.7,6.0,5.6,0.76862916678060656,5.8933333333333296,5.25
1996-01-01,1996-03-31 23:59:59.999,34966943.3,23329720.3,11637222.999999996,0.77295,NA,155.500,3764019,55.5,192.26,153.7,5103975.5,NA,285.1,5153.8,659.8,5707.2,29862967.8,5422.1,3282.8,6503.8,8.25,368.84862454443512,6667.7,7383.7,7014.851375455564,8457.4,344.3,6.0,5.5,0.77294581307474576,5.91,5.91
1996-04-01,1996-06-30 23:59:59.999,35488093.1,23748535.1,11739558,0.77805,NA,156.700,3738633,57.3,192.57,156.7,5205894.7,NA,297.4,5244.1,676.3,5799.8,30282198.4,5502.4,3328.3,6634.2,8.25,382.2388392703196,6740.1,7454.3,7072.0611607296808,8576.8,341.7,5.9,5.3,0.77804756985900752,6.72,6.30
1996-07-01,1996-09-30 23:59:59.999,35883959.6,24025501.6,11858458,0.78138,NA,157.700,3777808,58.2,193.45,161.3,5302044.4,NA,308.3,5298.3,679.4,5871.1,30581915.2,5562.8,3372.4,6709.5,8.25,394.55531501762872,6780.7,7513.7,7119.1446849823704,8612.2,353.3,6.0,5.2,0.78138600157046464,6.78,6.28
1996-10-01,1996-12-31 23:59:59.999,36366398.2,24381293.2,11985105.000000004,0.78667,NA,159.100,3825994,59.3,194.94,164.6,5404175.3,NA,317.9,5376.1,689.6,5941.6,30962222.9,5623.7,3418.1,6800.1,8.25,404.11116702571688,6834.0,7552.9,7148.7888329742824,8675.8,341.7,5.8,5.4,0.78666472480768992,6.3433333333333304,6.04
1997-01-01,1997-03-31 23:59:59.999,36823485.5,24652745.5,12170740,0.79014,NA,159.800,3874106,62.3,196.58,164.9,5447154.2,NA,326.2,5456.7,705.6,6027.7,31376331.4,5701.5,3470.0,6924.2,8.50,412.84104052955528,6906.1,7628.7,7215.8589594704448,8800.4,343.8,5.7,5.2,0.7901346231992344,6.5633333333333296,6.60
1997-04-01,1997-06-30 23:59:59.999,38357003.8,26047827.8,12309175.999999996,0.79209,NA,160.200,3804568,63.1,198.22,170.4,5547338.0,NA,334.2,5495.1,696.6,6094.3,32809665.8,5760.1,3520.6,7004.8,8.50,421.91906863790752,6937.4,7693.9,7271.9809313620928,8877.1,365.7,6.0,5.0,0.79209503632748016,6.6966666666666696,6.25
1997-07-01,1997-09-30 23:59:59.999,39567576.0,27093002.0,12474574,0.79413,NA,161.200,3816381,64.2,200.95,174.9,5656919.6,NA,341.9,5603.5,722.8,6182.7,33910656.5,5840.8,3583.0,7118.1,8.50,430.53398191728528,7056.1,7785.5,7354.9660180827152,8999.2,340.2,5.5,4.9,0.79413011367285328,6.2433333333333296,5.88
1997-10-01,1997-12-31 23:59:59.999,40164579.1,27476389.1,12688190,0.79659,NA,161.800,3846706,65.8,203.56,178.2,5757024.4,NA,349.3,5687.6,737.2,6290.7,34407554.7,5941.4,3642.2,7252.9,8.50,438.49762824486944,7139.9,7897.1,7458.6023717551312,9161.5,359.2,5.7,4.7,0.79658355598890736,5.9066666666666696,5.68
1998-01-01,1998-03-31 23:59:59.999,42003202.2,29054043.2,12949159.000000004,0.79655,NA,162.000,3872048,65.9,206.60,176.6,5813400.3,NA,355.6,5745.9,737.7,6424.4,36189801.9,6068.8,3701.2,7414.6,8.50,446.42623124338464,7213.6,8065.3,7618.8737687566144,9368.4,435.9,6.8,4.7,0.79654817551733968,5.5866666666666696,5.61
1998-04-01,1998-06-30 23:59:59.999,42700135.5,29505844.5,13194291,0.79796,NA,162.800,3790379,68.1,208.46,184.4,5955899.8,NA,358.2,5857.8,769.2,6525.7,36744235.8,6167.5,3768.3,7542.1,8.50,448.89584259159928,7341.0,8178.0,7729.1041574084,9502.2,415.4,6.4,4.5,0.79795793592565424,5.5966666666666704,5.49
1998-07-01,1998-09-30 23:59:59.999,41882649.3,28406358.3,13476290.999999996,0.80037,NA,163.500,3762333,70.4,211.37,186.4,6059526.4,NA,356.8,5952.8,785.0,6612.1,35823122.9,6255.3,3832.7,7649.4,8.25,445.79899275570536,7437.5,8261.4,7815.6010072442928,9592.5,402.6,6.1,4.6,0.80036071368049008,5.2033333333333296,4.26
1998-10-01,1998-12-31 23:59:59.999,44426916.6,30648156.6,13778760,0.80240,NA,164.400,3787391,73.7,213.87,186.1,6198182.7,NA,351.2,6055.5,825.2,6682.8,38228733.9,6331.6,3875.1,7744.8,7.75,437.68617944574128,7546.8,8328.5,7890.8138205542592,9681.7,367.4,5.5,4.4,0.80240139280782848,4.67,4.55
1999-01-01,1999-03-31 23:59:59.999,45208352.6,31181022.6,14027330,0.80447,NA,164.800,3794549,73.7,216.13,183.1,6280654.3,NA,343.0,6129.0,819.9,6760.0,38927698.3,6417.0,3924.2,7833.5,7.75,426.3703106508876,7618.7,8403.1,7976.7296893491136,9758.8,374.3,5.5,4.2,0.80446501886208656,4.9833333333333296,5.07
1999-04-01,1999-06-30 23:59:59.999,46577499.5,32289066.5,14288433,0.80876,NA,166.000,3685167,76.3,219.02,188.4,6427452.9,NA,340.3,6253.0,854.8,6812.9,40150046.6,6472.6,3980.3,7903.7,7.75,420.76842020285048,7731.5,8423.9,8003.1315797971488,9804.1,295.3,4.3,4.3,0.80875841356141456,5.54,5.59
1999-07-01,1999-09-30 23:59:59.999,46546148.9,31916073.9,14630075,0.81302,NA,167.800,3667597,77.2,222.12,192.0,6587441.9,NA,345.1,6357.2,871.2,6894.7,39958707.0,6549.6,4046.3,8010.9,8.25,424.46394041800224,7819.3,8480.3,8055.8360595819968,9867.2,268.2,3.9,4.2,0.81302548258905936,5.8833333333333304,5.70
1999-10-01,1999-12-31 23:59:59.999,49873896.2,34910462.2,14963434,0.81784,NA,168.800,3715531,77.8,224.42,197.2,6753506.6,NA,357.2,6488.9,876.3,7037.6,43120389.6,6680.4,4130.3,8187.2,8.50,436.75993520518352,7934.1,8605.1,8168.340064794816,10090.9,273.7,3.9,4.0,0.81784058291013472,6.14,6.29
2000-01-01,2000-03-31 23:59:59.999,51318827.9,35914375.9,15404452,0.82469,NA,171.000,3687974,82.0,228.71,203.7,6877330.9,NA,374.3,6642.7,920.9,7236.3,44441497.0,6862.0,4230.0,8441.0,9.00,453.86907397426864,8054.9,8774.6,8320.7309260257312,10266.4,307.8,4.3,4.0,0.82468716522690496,6.4800000000000008,6.44
2000-04-01,2000-06-30 23:59:59.999,51045618.8,35164698.8,15880920,0.82847,NA,172.200,3495713,82.8,232.44,210.9,7025151.0,NA,385.5,6737.3,901.9,7344.9,44020467.8,6959.4,4300.5,8571.0,9.50,465.31454478617824,8132.2,8865.6,8400.285455213824,10372.8,313.9,4.3,4.0,0.82847184623714128,6.1766666666666704,6.31
2000-07-01,2000-09-30 23:59:59.999,51904625.0,35483459.0,16421166,0.83363,NA,173.600,3438416,83.8,236.65,225.0,7210337.5,NA,388.9,6845.1,911.7,7477.0,44694287.5,7088.1,4376.3,8720.6,9.50,466.51355891400296,8211.3,8969.2,8502.6864410859984,10476.5,323.0,4.3,3.9,0.83363064710342048,5.8933333333333296,5.91
2000-10-01,2000-12-31 23:59:59.999,51188478.5,34263840.5,16924638,0.83825,NA,174.600,3413541,85.1,240.31,230.5,7348934.5,NA,384.6,6944.4,915.8,7543.8,43839544.0,7159.2,4451.3,8798.5,9.50,458.81488109440872,8284.4,8999.5,8540.6851189055904,10506.0,283.9,3.8,3.9,0.83824656925384736,5.5666666666666696,5.06
2001-01-01,2001-03-31 23:59:59.999,50315825.4,32950626.4,17365199,0.84386,NA,176.100,3434386,88.9,246.23,226.8,7395470.5,NA,372.8,7020.4,926.8,7659.1,42920354.9,7286.3,4521.5,8956.7,8.00,441.7761042420128,8319.4,9076.2,8634.4238957579872,10651.3,322.9,4.2,4.3,0.84386637579603792,5.05,4.33
2001-04-01,2001-06-30 23:59:59.999,51692040.3,33963914.3,17728126,0.84790,NA,177.700,3274176,90.6,250.35,225.7,7596613.1,NA,367.0,7072.1,919.5,7689.0,44095427.2,7322.0,4562.4,8993.4,6.75,432.82993887371568,8340.8,9068.2,8635.3700611262848,10587.8,300.6,3.9,4.5,0.84790807436977568,5.2699999999999992,4.52
2001-07-01,2001-09-30 23:59:59.999,50462395.1,32290437.1,18171958,0.84854,NA,178.100,3338707,92.2,254.23,223.8,7843436.1,NA,365.6,7103.4,923.9,7876.7,42618959.0,7511.1,4588.5,8986.2,6.00,430.85537852146208,8371.2,9282.6,8851.7446214785376,10599.4,457.4,5.8,5.0,0.84854458880055152,4.9800000000000008,3.22
2001-10-01,2001-12-31 23:59:59.999,52132386.9,33674990.9,18457396,0.84910,NA,177.400,3393758,92.3,257.39,216.5,7973990.5,NA,371.2,7216.6,995.9,7784.4,44158396.4,7413.2,4639.1,9012.0,4.75,437.1675864549612,8499.1,9167.8,8730.6324135450384,10633.0,258.9,3.3,5.7,0.84910229280743472,4.7699999999999992,3.59
2002-01-01,2002-03-31 23:59:59.999,52930211.5,34145896.5,18784315,0.85064,NA,178.500,3443674,95.2,261.10,211.1,8105058.5,NA,385.4,7251.4,974.9,7988.2,44825153.0,7602.8,4691.8,9053.4,4.75,453.07006835081736,8524.6,9390.8,8937.7299316491824,10628.8,430.6,5.4,5.7,0.850641052945436,5.0766666666666696,4.31
2002-04-01,2002-06-30 23:59:59.999,52082962.4,32882139.4,19200823,0.85719,NA,179.600,3463544,95.8,265.52,215.8,8295331.5,NA,397.3,7344.5,979.7,8090.5,43787630.9,7693.2,4756.7,9135.5,4.75,463.49129472838512,8568.1,9438.4,8974.9087052716128,10677.5,434.4,5.4,5.8,0.85718977792846256,5.1,3.37
2002-07-01,2002-09-30 23:59:59.999,51038953.3,31382239.3,19656713.999999996,0.86151,NA,180.800,3552588,97.7,270.79,215.2,8490681.5,NA,402.0,7433.1,1003.5,8120.8,42548271.8,7718.8,4813.0,9169.6,4.75,466.62552950448224,8628.0,9426.3,8959.6744704955168,10643.2,374.8,4.6,5.7,0.86150451396624352,4.26,2.02
2002-10-01,2002-12-31 23:59:59.999,52430018.5,32381105.5,20048913,0.86545,NA,181.800,3647385,99.4,274.65,209.9,8757905.5,NA,409.8,7507.2,983.3,8197.2,43672113.0,7787.4,4880.4,9239.6,4.25,473.51067193675888,8674.4,9471.6,8998.0893280632432,10696.3,380.7,4.6,6.0,0.86545039908779936,4.0066666666666704,1.99
2003-01-01,2003-03-31 23:59:59.999,52879093.3,32429721.3,20449371.999999996,0.87156,NA,183.900,3710779,99.0,277.99,202.6,8950122.0,NA,409.6,7593.5,974.0,8278.1,43928971.3,7868.5,4937.0,9296.0,4.25,469.96059482248344,8712.5,9498.0,9028.0394051775168,10674.8,382.9,4.6,5.9,0.87156243419667296,3.92,1.93
2003-04-01,2003-06-30 23:59:59.999,55055811.4,34198317.4,20857494,0.87231,NA,183.100,3816279,101.0,281.37,211.1,9327245.5,NA,411.1,7684.6,1007.8,8405.2,45728565.9,7994.1,5008.3,9419.9,4.00,471.27421715128728,8809.5,9635.5,9164.225782848712,10855.4,408.5,4.9,6.3,0.8723159151055992,3.62,1.66
2003-07-01,2003-09-30 23:59:59.999,56280474.6,34926787.6,21353687,0.87764,NA,185.100,3924045,100.0,285.67,213.3,9582264.0,NA,434.6,7845.5,1042.3,8595.1,46698210.6,8160.5,5080.4,9545.8,4.00,495.1904736419588,8939.4,9793.4,9298.2095263580416,10889.9,436.2,5.1,6.1,0.87764208548614368,4.2333333333333296,1.95
2003-10-01,2003-12-31 23:59:59.999,58861276.5,36931987.5,21929289,0.88119,NA,185.500,4044054,106.7,293.73,212.4,9832718.0,NA,473.6,7938.5,1046.0,8664.8,49028558.5,8191.2,5150.2,9684.9,4.00,537.45138953005264,9008.8,9833.0,9295.5486104699472,11023.0,407.2,4.7,5.7,0.88119597274483872,4.2866666666666696,2.37
2004-01-01,2004-03-31 23:59:59.999,61259888.2,38600953.2,22658935,0.88791,NA,187.100,4176667,108.3,298.31,211.2,10029201.4,NA,513.8,8076.8,1062.3,8794.5,51230686.8,8280.7,5235.3,9802.8,4.00,578.66107908351808,9096.4,9904.7,9326.0389209164816,11068.8,398.2,4.5,5.8,0.88791179944874656,4.0199999999999992,1.99
2004-04-01,2004-06-30 23:59:59.999,62777199.7,39304200.7,23472999,0.89415,NA,188.900,4218734,110.5,305.56,216.5,10350571.9,NA,541.4,8186.3,1071.7,8943.5,52426627.8,8402.1,5313.1,9966.8,4.25,605.4950768714708,9155.5,10002.3,9396.8049231285296,11169.7,430.2,4.8,5.6,0.894144346800236,4.6,3.16
2004-07-01,2004-09-30 23:59:59.999,63966984.6,39757006.6,24209978,0.89935,NA,189.800,4303366,111.7,317.23,225.4,10614991.9,NA,547.1,8312.7,1084.2,9042.9,53351992.7,8495.8,5402.5,10105.8,4.75,608.3265091950592,9243.0,10054.9,9446.5734908049392,11256.8,393.2,4.3,5.4,0.89935255447592704,4.3033333333333304,2.89
2004-10-01,2004-12-31 23:59:59.999,66955346.3,41948770.3,25006576,0.90645,NA,191.700,4406352,111.5,323.97,234.0,11004078.4,NA,646.0,8464.3,1101.1,9228.2,55951268.0,8582.2,5488.2,10317.6,5.25,712.67068334019632,9337.8,10180.6,9467.9293166598032,11626.1,418.5,4.5,5.4,0.90644952163919616,4.1733333333333304,3.25
2005-01-01,2005-03-31 23:59:59.999,68275646.0,42325490.0,25950156,0.91114,NA,193.100,4572397,119.2,331.43,239.7,11200119.4,NA,554.5,8573.1,1110.5,9186.6,57075526.6,8632.1,5566.7,10354.3,5.75,608.57621426860864,9409.2,10082.5,9473.9237857313904,11388.9,254.6,2.8,5.2,0.91114306967517984,4.2966666666666704,3.96
2005-04-01,2005-06-30 23:59:59.999,70119055.6,43202035.6,26917019.999999992,0.91720,NA,193.700,4527630,119.4,342.01,250.0,11525221.4,NA,569.2,8723.9,1140.6,9320.8,58593834.2,8751.6,5666.5,10513.8,6.25,620.58848596686984,9511.5,10162.3,9541.711514033128,11504.2,227.5,2.4,5.0,0.917193942316208,4.16,3.67
2005-07-01,2005-09-30 23:59:59.999,72099111.4,44347466.4,27751645.000000008,0.92726,NA,198.800,4601378,119.7,352.30,253.1,11872531.4,NA,574.5,8888.1,1145.4,9471.5,60226580.0,8897.0,5762.6,10693.3,6.75,619.5671488148656,9585.2,10214.5,9594.9328511851344,11501.6,210.6,2.2,5.0,0.92726026726712032,4.2133333333333304,4.18
2005-10-01,2005-12-31 23:59:59.999,74006588.8,45474800.8,28531788,0.93452,NA,198.100,4714607,121.7,360.27,252.4,12162410.4,NA,615.0,8991.3,1112.4,9624.4,61844178.5,9009.4,5859.4,10875.7,7.25,658.08782885166872,9621.3,10298.7,9640.6121711483312,11707.0,259.0,2.7,4.9,0.93452571683804736,4.49,4.37
2006-01-01,2006-03-31 23:59:59.999,76405280.9,47313774.9,29091506.000000008,0.93885,NA,199.700,4872804,121.8,366.04,263.2,12524963.4,NA,685.2,9134.3,1153.3,9889.8,63880317.6,9204.6,5942.4,11205.5,7.75,729.83243341624704,9729.2,10534.0,9804.167566583752,11974.9,370.5,3.7,4.7,0.93884564268084288,4.57,4.83
2006-04-01,2006-06-30 23:59:59.999,76630374.0,47391511.0,29238863,0.94609,NA,201.800,4797450,128.2,369.81,267.8,12865980.4,NA,715.9,9253.7,1147.0,9981.1,63764393.7,9265.2,6031.4,11325.3,8.25,756.690326717496,9781.0,10549.8,9793.109673282504,11983.0,331.3,3.3,4.6,0.94609376481070736,5.07,5.13
2006-07-01,2006-09-30 23:59:59.999,77510335.7,48156245.7,29354090,0.95286,NA,202.800,4843208,129.8,372.91,277.2,13194987.4,NA,732.6,9374.3,1158.0,10081.2,64315348.3,9348.6,6106.8,11435.1,8.25,768.8404892274728,9838.1,10579.9,9811.059510772528,12053.3,299.9,3.0,4.5,0.95286344861482624,4.8966666666666704,4.62
2006-10-01,2006-12-31 23:59:59.999,79800562.5,50306432.5,29494130,0.95122,NA,203.100,4901208,133.2,376.71,292.3,13461538.4,NA,761.0,9453.6,1166.1,10195.5,66339024.1,9434.5,6192.2,11590.1,8.25,800.02966014418128,9938.4,10718.4,9918.3703398558192,12233.2,316.4,3.1,4.4,0.95121473354231984,4.63,4.74
2007-01-01,2007-03-31 23:59:59.999,80960713.6,51518939.6,29441773.999999992,0.96008,NA,205.288,5054278,137.4,378.14,288.1,13645061.4,NA,779.6,9591.9,1173.4,10358.0,67315652.2,9578.4,6289.7,11815.3,8.25,812.01684881251216,9990.7,10788.7,9976.683151187488,12347.8,340.6,3.3,4.4,0.96007860075820064,4.68,4.54
2007-04-01,2007-06-30 23:59:59.999,81815945.3,52720781.3,29095164,0.96771,NA,207.234,4943033,139.3,377.91,304.6,13941533.4,NA,820.3,9700.9,1184.9,10460.5,67874411.9,9640.2,6349.8,11943.2,8.25,847.66816595765008,10024.6,10809.5,9961.8318340423504,12333.3,315.6,3.0,4.6,0.96771358527221424,4.8466666666666704,4.89
2007-07-01,2007-09-30 23:59:59.999,82055795.3,53369330.3,28686465,0.97319,NA,208.547,5049242,141.4,373.77,318.1,14188655.4,NA,831.2,9799.2,1190.2,10547.3,67867139.9,9716.1,6424.7,12042.1,7.75,854.10128468897248,10069.2,10837.9,9983.7987153110256,12397.0,288.6,2.7,4.7,0.9731866874579024,4.7300000000000008,4.03
2007-10-01,2007-12-31 23:59:59.999,81149211.1,52973562.1,28175648.999999992,0.98296,NA,211.445,5136288,143.0,372.73,312.6,14395757.4,NA,835.1,9910.0,1190.1,10662.2,66753453.7,9827.1,6491.4,12178.9,7.25,849.57416855808368,10081.8,10847.0,9997.4258314419152,12421.5,296.5,2.8,5.0,0.98296303125288112,4.26,3.07
2008-01-01,2008-03-31 23:59:59.999,78930861.3,51560972.3,27369889,0.99139,NA,213.448,5334048,147.0,370.19,301.0,14528361.4,NA,865.1,9974.4,1152.3,10831.2,64402500.0,9966.1,6568.1,12360.6,5.25,872.61587174089648,10061.0,10925.3,10052.684128259102,12494.5,408.8,3.8,5.1,0.99138696420235616,3.6633333333333296,1.79
2008-04-01,2008-06-30 23:59:59.999,77360692.3,50930572.3,26430120,1.00177,NA,217.463,5285025,150.4,361.09,291.8,14453062.4,NA,827.1,10095.8,1139.8,11175.4,62907629.9,10348.3,6637.0,12512.4,5.00,825.64198775882752,10077.9,11155.7,10330.058012241174,12466.5,637.5,5.7,5.6,1.0017659133895676,3.8866666666666696,2.91
2008-07-01,2008-09-30 23:59:59.999,75325251.5,49514788.5,25810463,1.01197,NA,218.877,5814240,152.8,349.92,292.2,14581664.4,NA,797.4,10124.9,1101.9,11029.7,60743587.1,10232.3,6674.6,12472.1,5.00,787.96540975729152,10005.1,10899.2,10111.23459024271,12340.5,459.9,4.2,6.1,1.0119733558426308,3.8633333333333304,2.28
