dateid01,dateid,assets,assets_fin,assets_nonfinancial,c_deflator,consumer_sentiment,cpi,gov_debt,gov_transfers,house_prices,interest_payments,liabilities,mortgage_30y,n_piy,nc,ndc,ndy,net_worth,nly,nsc,ny,prime_rate,r_piy,rc,rdy,rly,ry,saving,saving_rate,unemp,y_deflator,yield_10y,yield_3m
2008-10-01,2008-12-31 23:59:59.999,70779428.8,45998557.8,24780871,0.99746,NA,211.398,6372651,145.5,346.82,273.5,14279874.4,NA,732.2,9859.6,1015.1,10941.4,56499554.4,10209.2,6672.1,12373.4,3.25,734.0603798417024,9884.7,10969.2,10235.139620158298,12383.7,662.7,6.1,7.3,0.99746563103963808,3.25333333333333,1.00
2009-01-01,2009-03-31 23:59:59.999,69053701.7,45117594.7,23936107,0.99182,NA,212.495,6836338,147.0,349.41,271.9,14105746.4,NA,666.3,9770.2,1012.0,10858.9,54947955.3,10192.6,6633.3,12054.4,3.25,671.79783863927288,9850.8,10948.5,10276.702161360728,12090.1,669.8,6.2,8.7,0.99181623053386304,2.73666666666667,1.15
2009-04-01,2009-06-30 23:59:59.999,69951144.9,46321462.9,23629682.000000008,0.99626,NA,214.790,7176464,148.7,340.13,277.6,14079929.4,NA,562.4,9769.8,1004.8,10985.2,55871215.5,10422.8,6621.4,12110.4,3.25,564.50928157885152,9806.4,11026.4,10461.89071842115,12080.5,789.2,7.2,9.5,0.9962635130232896,3.31333333333333,1.64
2009-07-01,2009-09-30 23:59:59.999,71466439.7,47933205.7,23533234,1.00253,NA,215.861,7554537,149.6,331.16,279.2,14080460.4,NA,505.5,9890.8,1045.8,10933.0,57385979.3,10427.5,6645.9,12059.5,3.25,504.22388182566536,9865.9,10905.4,10401.176118174334,12028.2,613.5,5.6,9.8,1.002530856273039,3.51666666666667,1.45
2009-10-01,2009-12-31 23:59:59.999,72310506.7,48617541.7,23692965,1.00936,NA,217.347,7814359,153.1,328.82,267.1,14063165.4,NA,480.8,9957.1,1030.7,10993.0,58247341.3,10512.2,6693.6,12125.5,3.25,476.33883380332944,9864.8,10891.0,10414.66116619667,12048.4,615.6,5.6,9.9,1.0093655311725278,3.46,1.70
2010-01-01,2010-03-31 23:59:59.999,73195920.0,49483412.0,23712508,1.01279,NA,217.353,8294251,158.4,324.89,259.2,13922946.4,NA,504.6,10044.5,1040.2,11041.5,59272973.6,10536.9,6739.7,12187.1,3.25,498.22480641217224,9917.7,10902.0,10403.775193587828,12043.4,579.4,5.2,9.9,1.0127958172812328,3.7166666666666696,1.60
2010-04-01,2010-06-30 23:59:59.999,72227235.1,48506753.1,23720481.999999992,1.01393,NA,217.199,8639220,155.2,322.05,252.4,13868417.4,NA,524.1,10137.7,1064.7,11197.6,58358817.7,10673.5,6812.0,12365.6,3.25,516.90144138029576,9998.4,11043.8,10526.898558619704,12231.9,652.3,5.8,9.4,1.0139263659247724,3.4900000000000004,1.00
2010-07-01,2010-09-30 23:59:59.999,73840524.5,50430704.5,23409820,1.01693,NA,218.275,9027611,156.5,325.19,246.8,13822377.4,NA,555.2,10233.4,1075.1,11286.7,60018147.1,10731.5,6871.0,12496.1,3.25,545.95707868553256,10063.1,11098.8,10552.842921314466,12300.6,650.0,5.8,9.5,1.0169297581720546,2.78666666666667,0.64
2010-10-01,2010-12-31 23:59:59.999,76244635.0,52905698.0,23338937,1.02233,NA,220.472,9395411,157.4,322.88,244.7,13782205.4,NA,594.6,10393.2,1102.8,11425.7,62462429.7,10831.1,6934.8,12668.6,3.25,581.61587648896784,10166.1,11176.2,10594.584123511032,12462.6,630.5,5.5,9.3,1.0223242246917556,2.86333333333333,1.02
2011-01-01,2011-03-31 23:59:59.999,77714619.7,54479177.7,23235442,1.02999,NA,223.044,9656573,158.3,313.99,243.3,13730123.4,NA,637.0,10523.5,1115.3,11652.2,63984496.3,11015.2,6989.6,13025.1,3.25,618.45121951219504,10217.1,11312.9,10694.448780487804,12646.3,727.0,6.2,9.0,1.0299923096641888,3.46,1.29
2011-04-01,2011-06-30 23:59:59.999,77926433.3,54736909.3,23189524,1.04041,NA,224.841,9746879,158.8,308.71,240.5,13645383.4,NA,661.1,10651.4,1112.3,11751.7,64281050.0,11090.6,7063.4,13142.2,3.25,635.41927721095672,10237.7,11295.2,10659.780722789044,12669.3,701.0,6.0,9.1,1.0404153976910546,3.21,0.81
2011-07-01,2011-09-30 23:59:59.999,75324800.7,52088830.7,23235970,1.04593,NA,226.676,10132039,158.8,311.24,243.0,13567607.4,NA,697.5,10754.5,1123.8,11876.6,61757193.3,11179.1,7141.4,13294.8,3.25,666.87286344576728,10282.2,11355.1,10688.227136554232,12686.1,720.3,6.1,9.0,1.0459264999867902,2.42666666666667,0.42
2011-10-01,2011-12-31 23:59:59.999,77250105.0,53879001.0,23371104,1.04954,NA,227.145,10452503,162.2,312.73,238.7,13574477.4,NA,733.4,10827.9,1149.8,11924.9,63675627.6,11191.5,7177.0,13345.8,3.25,698.78076965005992,10316.8,11362.0,10663.21923034994,12778.7,696.2,5.8,8.5,1.0495423340961098,2.04666666666667,0.36
2012-01-01,2012-03-31 23:59:59.999,79400670.3,55718623.3,23682047,1.05508,NA,228.866,10876394,163.0,309.50,242.4,13559561.4,NA,750.8,10959.7,1177.3,12186.0,65841108.9,11435.2,7250.1,13650.7,3.25,711.6026456589528,10387.6,11549.8,10838.197354341048,12982.7,821.0,6.7,8.2,1.0550832049039812,2.03666666666667,0.51
2012-04-01,2012-06-30 23:59:59.999,79614726.8,55493467.8,24121259,1.05858,NA,228.626,11048217,163.1,308.45,240.0,13584255.4,NA,779.1,11030.6,1179.4,12296.6,66030471.4,11517.5,7313.3,13776.1,3.25,735.99055185986384,10420.2,11616.2,10880.209448140138,13029.5,863.0,7.0,8.2,1.0585733716705978,1.82333333333333,0.41
2012-07-01,2012-09-30 23:59:59.999,81787540.7,57194063.7,24593477,1.06202,NA,231.104,11274396,159.7,312.42,244.0,13557848.4,NA,792.7,11119.8,1195.4,12323.8,68229692.3,11531.1,7367.9,13828.9,3.25,746.40695808111152,10470.4,11604.1,10857.693041918888,13068.6,800.3,6.5,7.8,1.0620211821683714,1.64333333333333,0.31
2012-10-01,2012-12-31 23:59:59.999,83156654.9,58082989.9,25073665.000000008,1.06673,NA,231.165,11586560,166.6,314.98,240.0,13645084.4,NA,1008.1,11222.6,1216.1,12729.7,69511570.5,11721.6,7433.8,14295.1,3.25,945.0388100269448,10520.6,11933.4,10988.361189973054,13714.8,1100.5,8.6,7.9,1.066728677493422,1.7066666666666702,0.36
2013-01-01,2013-03-31 23:59:59.999,85889598.7,60122946.7,25766652,1.06949,NA,232.245,11922454,166.0,316.63,243.5,13594571.4,NA,790.4,11351.1,1237.8,12340.4,72295027.3,11550.0,7518.9,13977.2,3.25,739.04488023078672,10613.7,11538.6,10799.555119769214,13125.8,579.8,4.7,7.5,1.0694884994713396,1.95,0.36
2013-04-01,2013-06-30 23:59:59.999,87464051.2,60954527.2,26509524,1.07072,NA,232.583,11906573,166.2,321.78,243.4,13617836.4,NA,828.4,11414.3,1245.4,12470.7,73846214.8,11642.3,7593.2,14131.3,3.25,773.68349811959232,10660.4,11647.0,10873.316501880408,13226.7,646.9,5.2,7.5,1.070722074353911,1.99666666666667,0.66
2013-07-01,2013-09-30 23:59:59.999,89943232.0,62806533.0,27136699,1.07517,NA,233.773,11980978,163.6,327.25,250.8,13734056.4,NA,848.4,11518.7,1252.4,12585.8,76209175.6,11737.4,7653.4,14247.4,3.25,789.08655468861744,10713.3,11705.9,10916.813445311384,13292.9,652.8,5.2,7.2,1.0751672233659948,2.71,0.63
2013-10-01,2013-12-31 23:59:59.999,92659740.2,64986161.2,27673579,1.07787,NA,234.697,12355194,166.7,330.75,250.8,13793572.4,NA,831.0,11653.3,1261.5,12623.7,78866167.8,11792.7,7767.2,14311.7,3.25,770.96435276503728,10811.4,11711.7,10940.735647234964,13266.9,552.9,4.4,6.7,1.0778708471016162,2.74666666666667,0.78
2014-01-01,2014-03-31 23:59:59.999,93864946.6,65746107.6,28118838.999999992,1.08153,NA,235.790,12619199,168.6,333.69,249.8,13780681.4,NA,828.0,11728.5,1262.3,12772.9,80084265.2,11944.9,7837.8,14484.7,3.25,765.58673441426768,10844.3,11810.1,11044.513265585732,13456.8,626.1,4.9,6.6,1.0815234417998154,2.76333333333333,0.90
2014-04-01,2014-06-30 23:59:59.999,95430244.7,67072061.7,28358183,1.08780,NA,237.348,12572021,167.5,341.17,251.3,13940526.8,NA,857.0,11870.7,1298.4,12945.2,81489717.9,12088.2,7906.2,14660.5,3.25,787.83199950560816,10912.6,11900.4,11112.568000494392,13497.4,655.6,5.1,6.1,1.0877953682229168,2.62333333333333,0.88
2014-07-01,2014-09-30 23:59:59.999,95410006.1,66756576.1,28653429.999999992,1.09113,NA,237.626,12784809,170.2,346.26,260.9,14061197.8,NA,871.8,12002.0,1320.2,13061.2,81348808.3,12189.4,7990.4,14811.2,3.25,798.98535662879344,10999.5,11970.3,11171.314643371206,13605.1,628.1,4.8,5.9,1.0911338897103666,2.49666666666667,1.07
2014-10-01,2014-12-31 23:59:59.999,NA,NA,NA,1.08994,NA,236.284,NA,174.9,348.88,265.7,NA,NA,884.9,12113.2,1328.8,13167.8,NA,12282.9,8107.1,14959.9,3.25,811.87851273561264,11113.6,12081.2,11269.321487264388,13800.6,614.0,4.7,5.6,1.0899413965500116,2.28,1.10
2015-01-01,2015-03-31 23:59:59.999,NA,NA,NA,NA,NA,234.677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.25,NA,NA,NA,NA,13909.9,NA,NA,5.5,NA,NA,1.09
2015-04-01,2015-06-30 23:59:59.999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-01,2015-09-30 23:59:59.999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-10-01,2015-12-31 23:59:59.999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
